world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/portugal/setubal,Setúbal,Setúbal,13,47,see,Moinho de Maré da Mourisca,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,38.5283,-8.80318,Arrábida Natural Park,europe/portugal/setubal/arrabida_natural_park,0.419,16.453,7.847,has_external_url,https://visitsetubal.com/en/one-world/natureza_en/estuario-do-sado_en/moinho-de-mare-da-mourisca_en/,https://en.wikivoyage.org/wiki/Set%C3%BAbal
europe/sweden/stockholm,Stockholm,Stockholm,56,118,do,Under the bridges of Stockholm,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Museum of Medieval Stockholm,europe/sweden/stockholm/museum_medieval,0.556,,,missing_coordinates; has_external_url,http://www.stromma.se/en/stockholm/sightseeing/sightseeing-by-boat/under-the-bridges-of-stockholm/,https://en.wikivoyage.org/wiki/Stockholm
australiaandpacific/australia/westernaustralia/albany,Albany,Albany (Western Australia),15,46,see,The Princess Royal Fortress and National ANZAC Centre,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Princess Royal Fortress,australiaandpacific/australia/westernaustralia/albany/princess_royal_fortress,0.639,,,missing_coordinates; has_external_url,http://www.nationalanzaccentre.com.au/visit/princess-royal-fortress,https://en.wikivoyage.org/wiki/Albany_%28Western_Australia%29
europe/serbia/belgrade,Belgrade,Belgrade,16,93,see,Ivo Andric Museum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Military Museum,europe/serbia/belgrade/moranbong_war_museum,0.562,,,missing_coordinates; has_external_url,http://www.mgb.org.rs/,https://en.wikivoyage.org/wiki/Belgrade
asia/china/liaoning/fushun,Fushun,Fushun,6,29,see,Hetuala City or Xing City,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Hetuala Old City (Xingjing),asia/china/liaoning/fushun/hetuala_old_city,0.683,,,missing_coordinates; has_external_url,http://www.lnhtal.com.cn,https://en.wikivoyage.org/wiki/Fushun
northamerica/unitedstates/alaska/fairbanks,Fairbanks,Fairbanks,17,56,see,Pioneer Museum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Pioneer Park,northamerica/unitedstates/alaska/fairbanks/pioneer_park,0.615,,,missing_coordinates; has_external_url,https://pioneersofalaskafairbanks.org/pioneer-museum,https://en.wikivoyage.org/wiki/Fairbanks
asia/turkey/amasya,Amasya,Amasya,9,29,see,Miniature Museum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Amasya Museum,asia/turkey/amasya/amasya_museum,0.552,,,missing_coordinates; has_external_url,http://www.amasya.gov.tr/minyatur-amasya-muzesi,https://en.wikivoyage.org/wiki/Amasya
northamerica/unitedstates/michigan/flint,Flint,Flint,14,27,do,Sloan Museum Summer Auto Fair,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Sloan Museum of Discovery,northamerica/unitedstates/michigan/flint/sloan_museum,0.593,,,missing_coordinates; has_external_url,https://sloanautofair.com/,https://en.wikivoyage.org/wiki/Flint
northamerica/unitedstates/wisconsin/milwaukee,Milwaukee,Milwaukee,10,127,do,Historic Milwaukee,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Historic Third Ward,northamerica/unitedstates/wisconsin/milwaukee/third_ward,0.649,,,missing_coordinates; has_external_url,https://historicmilwaukee.org/,https://en.wikivoyage.org/wiki/Milwaukee
europe/germany/bavaria/nuremberg,Nuremberg,Nuremberg,26,125,do,Rock im Park,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Rockfabrik,europe/germany/bavaria/nuremberg/rockfabrik,0.636,,,missing_coordinates; has_external_url,http://www.rock-im-park.com,https://en.wikivoyage.org/wiki/Nuremberg
asia/china/jiangsu_province/yangzhou,Yangzhou,Yangzhou,11,19,see,Daming Temple,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Daming Temple and Jianzheng Pagoda,asia/china/jiangsu_province/yangzhou/daming_temple,0.553,,,missing_coordinates; has_external_url,http://www.damingsi.com/,https://en.wikivoyage.org/wiki/Yangzhou
europe/hungary/budapest,Budapest,Budapest,57,94,do,Hungaria Koncert,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Hungarian National Gallery,europe/hungary/budapest/hungarian_national_gallery,0.619,,,missing_coordinates; has_external_url,http://www.hungariakoncert.hu,https://en.wikivoyage.org/wiki/Budapest
asia/turkey/eskisehir,Eskişehir,Eskişehir,16,28,see,Atatürk House,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Çiğ Börek Houses,asia/turkey/eskisehir/cig_borek_houses,0.667,,,missing_coordinates; has_external_url,https://www.odunpazari.bel.tr/haber-1412-yesil_efendi_konaginda_ataturk_ile_bir_gun,https://en.wikivoyage.org/wiki/Eski%C5%9Fehir
europe/italy/lazio/rome,Rome,Rome,144,65,do,Opera at Caracalla,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Baths of Caracalla,europe/italy/lazio/rome/baths_of_caracalla,0.667,,,missing_coordinates; has_external_url,http://operaroma.it,https://en.wikivoyage.org/wiki/Rome
europe/finland/espoo,Espoo,Espoo,9,82,do,Espoo Waterfront Walkway,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Espoo Cathedral,europe/finland/espoo/espoo_cathedral,0.615,,,missing_coordinates; has_external_url,http://www.espoo.fi/en-US/Housing_and_environment/Streets_and_Transport/Pedestrian_and_bicycle_traffic/Espoos_Waterfront_Walkway,https://en.wikivoyage.org/wiki/Espoo
northamerica/unitedstates/iowa/bettendorf,Bettendorf,Bettendorf,2,11,see,Family Museum of Arts and Science,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Family Museum,northamerica/unitedstates/iowa/bettendorf/family_museum,0.565,,,missing_coordinates; has_external_url,http://www.familymuseum.org/,https://en.wikivoyage.org/wiki/Bettendorf
southamerica/brazil/recife,Recife,Recife,34,154,see,Parque Dois Irmãos,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Parque das Esculturas,southamerica/brazil/recife/parque_das_esculturas,0.564,,,missing_coordinates; has_external_url,http://www.parquedoisirmaos.pe.gov.br/,https://en.wikivoyage.org/wiki/Recife
europe/hungary/kecskemet,Kecskemét,Kecskemét,12,106,see,Reformed Church,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Great Church (Kecskemét Cathedral),europe/hungary/kecskemet/great_church,0.667,,,missing_coordinates; has_external_url,http://www.muemlekem.hu/muemlek?id=2250,https://en.wikivoyage.org/wiki/Kecskem%C3%A9t
europe/serbia/belgrade,Belgrade,Belgrade,16,93,see,Museum of Applied Art,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Museum of Contemporary Art,europe/serbia/belgrade/museum_of_contemporary_art,0.638,,,missing_coordinates; has_external_url,https://mpu.rs/,https://en.wikivoyage.org/wiki/Belgrade
northamerica/unitedstates/colorado/idaho_springs,Idaho Springs,Idaho Springs,3,39,see,Idaho Springs Heritage Museum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Indian Springs Resort,northamerica/unitedstates/colorado/idaho_springs/indian_springs_resort,0.6,,,missing_coordinates; has_external_url,https://historicidahosprings.com/history/heritage-museum/,https://en.wikivoyage.org/wiki/Idaho_Springs
europe/germany/northrhinewestphalia/bochum,Bochum,Bochum,12,93,do,Bochum's Christmas,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,VfL Bochum Ruhrstadion,europe/germany/northrhinewestphalia/bochum/vfl_bochum_ruhrstadion,0.6,,,missing_coordinates; has_external_url,http://www.bochumer-weihnacht.de,https://en.wikivoyage.org/wiki/Bochum
australiaandpacific/newzealand/north_island/hawkes_bay/wairoa,Wairoa,Wairoa,5,13,do,Tramp Waikaremoana,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Lake Waikaremoana and Te Urewera,australiaandpacific/newzealand/north_island/hawkes_bay/wairoa/lake_waikaremoana,0.56,,,missing_coordinates; has_external_url,https://www.doc.govt.nz/parks-and-recreation/places-to-go/east-coast/places/te-urewera/things-to-do/tracks/lake-waikaremoana-great-walk/,https://en.wikivoyage.org/wiki/Wairoa
europe/belarus/brest,Brest,Brest (Belarus),5,14,see,Brest Homeland Museum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Brest Railway Museum,europe/belarus/brest/brest_railway_museum,0.683,,,missing_coordinates; has_external_url,https://brokm.by,https://en.wikivoyage.org/wiki/Brest_%28Belarus%29
asia/china/zhejiang/zhoushan,Zhoushan,Zhoushan,4,13,see,Taohua Island,0.48,candidate,has coordinates; high-value type; has external URL; strong travel term,29.5,112.15,Zhujiajian Island,asia/china/zhejiang/zhoushan/zhujiajian_island,0.667,977.842,975.031,has_external_url; far_from_parent,http://www.shediaocheng.com,https://en.wikivoyage.org/wiki/Zhoushan
northamerica/canada/ontario/sarnia,Sarnia,Sarnia,7,24,see,Canatara Choo Choo,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Canatara Park,northamerica/canada/ontario/sarnia/canatara_park,0.581,,,missing_coordinates; has_external_url,https://www.seawaykiwanis.ca/kiwanis-train-train-station,https://en.wikivoyage.org/wiki/Sarnia
europe/denmark/roskilde,Roskilde,Roskilde,20,59,see,Lejre Museum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Roskilde Museum,europe/denmark/roskilde/roskilde_museum,0.667,,,missing_coordinates; has_external_url,http://www.roskildemuseum.dk/Default.aspx?ID=111,https://en.wikivoyage.org/wiki/Roskilde
australiaandpacific/australia/victoria/warrnambool,Warrnambool,Warrnambool,9,15,do,Port Fairy - Warrnambool Rail Trail,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Warrnambool Art Gallery,australiaandpacific/australia/victoria/warrnambool/warrnambool_art_gallery,0.571,,,missing_coordinates; has_external_url,https://www.railtrails.org.au/trail-descriptions/victoria?view=trail&id=160,https://en.wikivoyage.org/wiki/Warrnambool
northamerica/unitedstates/massachusetts/nantucket,Nantucket,Nantucket,14,51,do,Nantucket Community Sailing,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Nantucket Whaling Museum,northamerica/unitedstates/massachusetts/nantucket/nantucket_whaling_museum,0.588,,,missing_coordinates; has_external_url,http://www.nantucketsailing.com,https://en.wikivoyage.org/wiki/Nantucket
asia/japan/honshu/kanazawacity,Kanazawa,Kanazawa,12,55,see,Kaga Honda Museum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,National Crafts Museum,asia/japan/honshu/kanazawacity/national_crafts_museum,0.564,,,missing_coordinates; has_external_url,http://honda-museum.jp/english/,https://en.wikivoyage.org/wiki/Kanazawa
australiaandpacific/newzealand/south_island/otago/queenstown,Queenstown,Queenstown (New Zealand),53,57,do,Cruise on the TSS Earnslaw,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,TSS Earnslaw,australiaandpacific/newzealand/south_island/otago/queenstown/tss_earnslaw,0.706,,,missing_coordinates; has_external_url,https://www.realjourneys.co.nz/en/experiences/cruises/tss-earnslaw-steamship-cruises/,https://en.wikivoyage.org/wiki/Queenstown_%28New_Zealand%29
northamerica/unitedstates/newmexico/santafe,Santa Fe,Santa Fe (New Mexico),34,136,do,Summer Spanish Market,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Museum of Spanish Colonial Art,northamerica/unitedstates/newmexico/santafe/spanish_colonial_museum,0.588,,,missing_coordinates; has_external_url,https://www.spanishcolonial.org/,https://en.wikivoyage.org/wiki/Santa_Fe_%28New_Mexico%29
asia/kazakhstan/almaty,Almaty,Almaty,20,51,see,Museum of Almaty,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Museum of Archaeology,asia/kazakhstan/almaty/museum_of_archaeology,0.703,,,missing_coordinates; has_external_url,https://www.almatymuseums.kz/en/vnutrennyaya-muzeya-almaty,https://en.wikivoyage.org/wiki/Almaty
northamerica/unitedstates/florida/sarasota,Sarasota,Sarasota,12,41,see,The Ringling Estate,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,The Ringling,northamerica/unitedstates/florida/sarasota/ringling_museum,0.696,,,missing_coordinates; has_external_url,https://www.ringling.org/,https://en.wikivoyage.org/wiki/Sarasota
asia/japan/hokkaido/hakodate,Hakodate,Hakodate,7,31,see,Fort Hakodate Ruins,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Mount Hakodate,asia/japan/hokkaido/hakodate/mount_hakodate,0.667,,,missing_coordinates; has_external_url,http://www.hakobura.jp/db/db-view/2011/03/post-36.html,https://en.wikivoyage.org/wiki/Hakodate
southamerica/brazil/campinas,Campinas,Campinas,8,95,see,Liceu Salesiano Nossa Senhora Auxiliadora,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Basílica Nossa Senhora do Carmo,southamerica/brazil/campinas/basilica_nossa_senhora_do_carmo,0.611,,,missing_coordinates; has_external_url,http://www.liceu.com.br/,https://en.wikivoyage.org/wiki/Campinas
northamerica/unitedstates/hawaii/lanai,Lanai,Lanai,9,15,do,Lanai Cat Sanctuary,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Lanai City,northamerica/unitedstates/hawaii/lanai/lanai_city,0.621,,,missing_coordinates; has_external_url,http://lanaicatsanctuary.org/,https://en.wikivoyage.org/wiki/Lanai
southamerica/brazil/campinas,Campinas,Campinas,8,95,see,Museu de Imagem e Som de Campinas,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Mercadão de Campinas,southamerica/brazil/campinas/mercadao_campinas,0.636,,,missing_coordinates; has_external_url,http://www.miscampinas.com.br/,https://en.wikivoyage.org/wiki/Campinas
europe/sweden/uppsala,Uppsala,Uppsala,18,180,do,Allt Ljus på Uppsala,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Old Uppsala,europe/sweden/uppsala/old_uppsala,0.6,,,missing_coordinates; has_external_url,https://www.alltljuspauppsala.se/en/,https://en.wikivoyage.org/wiki/Uppsala
northamerica/unitedstates/missouri/kansascity,Kansas City,Kansas City,56,127,do,Sporting Kansas City II,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Kansas City Zoo,northamerica/unitedstates/missouri/kansascity/kansas_city_zoo,0.632,,,missing_coordinates; has_external_url,https://sportingkc.com/sportingkcii,https://en.wikivoyage.org/wiki/Kansas_City
northamerica/unitedstates/newmexico/santafe,Santa Fe,Santa Fe (New Mexico),34,136,do,Santa Fe Indian Market,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Santa Fe Botanical Garden,northamerica/unitedstates/newmexico/santafe/santa_fe_botanical_garden,0.638,,,missing_coordinates; has_external_url,https://www.swaia.org/,https://en.wikivoyage.org/wiki/Santa_Fe_%28New_Mexico%29
northamerica/canada/ontario/hamilton,Hamilton,Hamilton (Ontario),18,97,do,Doors Open Hamilton,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Art Gallery of Hamilton,northamerica/canada/ontario/hamilton/art_gallery,0.571,,,missing_coordinates; has_external_url,http://www.doorsopenontario.on.ca/Events/Hamilton.aspx,https://en.wikivoyage.org/wiki/Hamilton_%28Ontario%29
europe/unitedkingdom/england/manchester_liverpool_and_north_west/liverpool,Liverpool,Liverpool,52,182,do,Everyman Theatre Liverpool,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Tate Liverpool,europe/unitedkingdom/england/manchester_liverpool_and_north_west/liverpool/tate_liverpool,0.7,,,missing_coordinates; has_external_url,http://www.everymanplayhouse.com/,https://en.wikivoyage.org/wiki/Liverpool
europe/serbia/belgrade,Belgrade,Belgrade,16,93,see,Chocolate Museum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Nikola Tesla Museum,europe/serbia/belgrade/nikola_tesla_museum,0.686,,,missing_coordinates; has_external_url,https://muzejcokoladebeograd.rs/,https://en.wikivoyage.org/wiki/Belgrade
europe/croatia/dubrovnik,Dubrovnik,Dubrovnik,21,80,do,Dubrovnik Summer Festival,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Dubrovnik Cathedral,europe/croatia/dubrovnik/dubrovnik_cathedral,0.591,,,missing_coordinates; has_external_url,http://www.dubrovnik-festival.hr,https://en.wikivoyage.org/wiki/Dubrovnik
northamerica/unitedstates/newyorkstate/lakeplacid,Lake Placid,Lake Placid,9,36,see,Lake Placid Center for the Arts,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Lake Placid (the Lake),northamerica/unitedstates/newyorkstate/lakeplacid/lake_placid_lake,0.579,,,missing_coordinates; has_external_url,http://www.lakeplacidarts.org,https://en.wikivoyage.org/wiki/Lake_Placid
europe/denmark/mon,Møn,Møn,12,9,see,Liselund Castle,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Liselund Park,europe/denmark/mon/liselund_park,0.714,,,missing_coordinates; has_external_url,http://en.natmus.dk/museums/liselund/,https://en.wikivoyage.org/wiki/M%C3%B8n
europe/poland/kielce,Kielce,Kielce,11,16,see,The Kielce Village Museum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Kielce Boar Monument,europe/poland/kielce/kielce_boar,0.585,,,missing_coordinates; has_external_url,http://mwk.com.pl/,https://en.wikivoyage.org/wiki/Kielce
europe/czechrepublic/prague,Prague,Prague,58,35,do,Prague Steam Boats,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Prague Castle,europe/czechrepublic/prague/prague_castle,0.645,,,missing_coordinates; has_external_url,https://www.praguesteamboats.com,https://en.wikivoyage.org/wiki/Prague
europe/netherlands/deventer,Deventer,Deventer,13,32,see,Toy Museum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Speelgoedmuseum (Toy Museum),europe/netherlands/deventer/speelgoedmuseum,0.56,,,missing_coordinates; has_external_url,https://hetspeelgoedmuseum.nl/en/,https://en.wikivoyage.org/wiki/Deventer
africa/southafrica/capetown,Cape Town,Cape Town,95,187,do,Hoerikwaggo Table Mountain Trail,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Table Mountain,africa/southafrica/capetown/tablemountain,0.609,,,missing_coordinates; has_external_url,http://www.sanparks.org/parks/table_mountain/ht/,https://en.wikivoyage.org/wiki/Cape_Town
northamerica/thecaribbean/barbados/bridgetown,Bridgetown,Bridgetown,19,19,see,Parliament,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Parliament Buildings,northamerica/thecaribbean/barbados/bridgetown/parliament_buildings,0.667,,,missing_coordinates; has_external_url,https://www.barbadosparliament.com/,https://en.wikivoyage.org/wiki/Bridgetown
europe/spain/northernspain/gijon,Gijón,Gijón,10,24,see,Evaristo Valle Museum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Juan Barjola Museum,europe/spain/northernspain/gijon/juan_barjola_museum,0.55,,,missing_coordinates; has_external_url,https://evaristovalle.com/,https://en.wikivoyage.org/wiki/Gij%C3%B3n
northamerica/unitedstates/oklahoma/broken_arrow,Broken Arrow,Broken Arrow,3,22,do,Rooster Days,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,The Rose District,northamerica/unitedstates/oklahoma/broken_arrow/rose_district,0.56,,,missing_coordinates; has_external_url,https://www.roosterdays.com/,https://en.wikivoyage.org/wiki/Broken_Arrow
northamerica/unitedstates/pennsylvania/carlisle,Carlisle,Carlisle (Pennsylvania),14,9,do,Carlisle Theatre,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Carlisle Farmers Market,northamerica/unitedstates/pennsylvania/carlisle/carlisle_farmers_market,0.615,,,missing_coordinates; has_external_url,https://carlisletheatre.org/,https://en.wikivoyage.org/wiki/Carlisle_%28Pennsylvania%29
northamerica/unitedstates/florida/delray_beach,Delray Beach,Delray Beach,17,40,do,Delray Yacht Cruises,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Delray Wreck (SS Inchulva),northamerica/unitedstates/florida/delray_beach/delray_wreck,0.562,,,missing_coordinates; has_external_url,http://www.delraybeachcruises.com,https://en.wikivoyage.org/wiki/Delray_Beach
northamerica/unitedstates/arkansas/fortsmith,Fort Smith,Fort Smith,6,28,do,Fort Smith Fall Festival,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Fort Smith National Historic Site,northamerica/unitedstates/arkansas/fortsmith/fort_smith_national_historic_site,0.561,,,missing_coordinates; has_external_url,https://fortsmith.org/2023-fort-smith-fall-festival,https://en.wikivoyage.org/wiki/Fort_Smith
northamerica/unitedstates/oregon/sunriver,Sunriver,Sunriver (Oregon),5,17,see,Sunriver Towncar,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Sunriver Nature Center,northamerica/unitedstates/oregon/sunriver/sunriver_nature_center,0.632,,,missing_coordinates; has_external_url,https://sunrivertowncarandtours.com/,https://en.wikivoyage.org/wiki/Sunriver_%28Oregon%29
europe/norway/tromso,Tromsø,Tromsø,8,63,do,Tromsø Villmarkssenter,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Tromsø Cathedral,europe/norway/tromso/tromso_cathedral,0.556,,,missing_coordinates; has_external_url,http://www.villmarkssenter.no,https://en.wikivoyage.org/wiki/Troms%C3%B8
europe/spain/centralspain/salamanca,Salamanca,Salamanca,7,26,see,Casa Lis,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Casa de las Conchas,europe/spain/centralspain/salamanca/casa_de_las_conchas,0.6,,,missing_coordinates; has_external_url,https://www.museocasalis.org/,https://en.wikivoyage.org/wiki/Salamanca
europe/spain/cantabria/santillana_del_mar,Santillana del Mar,Santillana del Mar,6,17,do,Santillana Zoo,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Zoo de Santillana del Mar,europe/spain/cantabria/santillana_del_mar/zoo_santillana,0.688,,,missing_coordinates; has_external_url,https://www.zoosantillanadelmar.com/,https://en.wikivoyage.org/wiki/Santillana_del_Mar
australiaandpacific/australia/newsouthwales/wollongong,Wollongong,Wollongong,8,68,do,Illawarra Live Steamers,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Illawarra Escarpment,australiaandpacific/australia/newsouthwales/wollongong/illawarra_escarpment,0.698,,,missing_coordinates; has_external_url,http://www.ils.org.au/,https://en.wikivoyage.org/wiki/Wollongong
europe/sweden/uppsala,Uppsala,Uppsala,18,180,see,Uppsala Konstmuseum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Uppsala Castle,europe/sweden/uppsala/uppsala_castle,0.667,,,missing_coordinates; has_external_url,https://konstmuseum.uppsala.se/en,https://en.wikivoyage.org/wiki/Uppsala
europe/slovenia/koper,Koper,Koper,6,95,see,Armoury and Foresteria Palace,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Praetorian Palace,europe/slovenia/koper/praetorian_palace,0.609,,,missing_coordinates; has_external_url,https://visitkoper.si/en/sight/armoury-and-foresteria-palace-tito-square/,https://en.wikivoyage.org/wiki/Koper
australiaandpacific/newzealand/north_island/waikato/hamilton,Hamilton,Hamilton (New Zealand),13,18,do,Hamilton Garden Arts Festival,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Hamilton Gardens,australiaandpacific/newzealand/north_island/waikato/hamilton/hamilton_gardens,0.711,,,missing_coordinates; has_external_url,http://www.hamiltongardensartsfestival.co.nz,https://en.wikivoyage.org/wiki/Hamilton_%28New_Zealand%29
asia/china/guangxi/guilin,Guilin,Guilin,9,57,do,Butterfly Cave,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Reed Flute Cave,asia/china/guangxi/guilin/reed_flute_cave,0.552,,,missing_coordinates; has_external_url,http://www.glhdq.com,https://en.wikivoyage.org/wiki/Guilin
northamerica/unitedstates/arizona/phoenix,Phoenix,Phoenix,54,145,do,Phoenix Festival of the Arts,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Phoenix Art Museum,northamerica/unitedstates/arizona/phoenix/phoenix_art_museum,0.571,,,missing_coordinates; has_external_url,https://phoenixfestivalofthearts.org/,https://en.wikivoyage.org/wiki/Phoenix
europe/spain/extremadura/badajoz,Badajoz,Badajoz,16,11,see,Catedral de San Juan Bautista,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Cathedral of Saint John,europe/spain/extremadura/badajoz/cathedral_of_saint_john,0.612,,,missing_coordinates; has_external_url,http://turismo.badajoz.es/es/recursoturistico/san_juan_bautista,https://en.wikivoyage.org/wiki/Badajoz
europe/croatia/rijeka,Rijeka,Rijeka,6,40,do,Rijeka’s beaches,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Rijeka Tunnel,europe/croatia/rijeka/rijeka_tunnel,0.552,,,missing_coordinates; has_external_url,https://visitrijeka.hr/en/beaches/,https://en.wikivoyage.org/wiki/Rijeka
europe/norway/geilo,Geilo,Geilo,7,10,see,Geilolia National Park View,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Hardangervidda National Park,europe/norway/geilo/hardangervidda,0.655,,,missing_coordinates; has_external_url,http://www.geilolia.no,https://en.wikivoyage.org/wiki/Geilo
northamerica/unitedstates/missouri/jeffersoncity,Jefferson City,Jefferson City,13,62,see,Museum of Missouri Military History,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Veterinary Museum of Missouri,northamerica/unitedstates/missouri/jeffersoncity/veterinary_museum,0.562,,,missing_coordinates; has_external_url,https://www.visitjeffersoncity.com/museum-of-missouri-military-history,https://en.wikivoyage.org/wiki/Jefferson_City
northamerica/mexico/sanjosedelcabo,San Jose del Cabo,San José del Cabo,6,14,see,San Jose del Cabo Art Walk,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Misión San José del Cabo,northamerica/mexico/sanjosedelcabo/mision_san_jose,0.585,,,missing_coordinates; has_external_url,https://www.artcabo.com/san-jose-del-cabo-art-walk.html,https://en.wikivoyage.org/wiki/San_Jos%C3%A9_del_Cabo
northamerica/unitedstates/hawaii/kailua,Kailua-Kona,Kailua-Kona,17,40,see,Mokuaikaua,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Moku'aikaua Church,northamerica/unitedstates/hawaii/kailua/mokuaikaua_church,0.714,,,missing_coordinates; has_external_url,https://mokuaikaua.com/,https://en.wikivoyage.org/wiki/Kailua-Kona
europe/germany/lowersaxony/goslar,Goslar,Goslar,13,36,see,Kaiserpfalz Imperial Palace,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Kaiserpfalz,europe/germany/lowersaxony/goslar/kaiserpfalz,0.579,,,missing_coordinates; has_external_url,http://www.goslar.de/english/sights-museums/857-kaiserpfalz-imperial-palace,https://en.wikivoyage.org/wiki/Goslar
northamerica/unitedstates/virginia/charlottesville,Charlottesville,Charlottesville,11,94,do,The Ash Lawn Opera Festival,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Ash Lawn-Highland,northamerica/unitedstates/virginia/charlottesville/ash_lawn_highland,0.55,,,missing_coordinates; has_external_url,http://www.ashlawnopera.org/,https://en.wikivoyage.org/wiki/Charlottesville
europe/lithuania/siauliai,Siauliai,Šiauliai,10,25,see,Chocolate Museum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Šiauliai Cat Museum,europe/lithuania/siauliai/cat_museum,0.588,,,missing_coordinates; has_external_url,https://www.ruta.lt,https://en.wikivoyage.org/wiki/%C5%A0iauliai
northamerica/canada/novascotia/guysborough,Guysborough,Guysborough,6,10,see,Out of the Fog Lighthouse Museum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Old Court House Museum,northamerica/canada/novascotia/guysborough/old_court_house_museum,0.64,,,missing_coordinates; has_external_url,https://www.novascotia.com/see-do/attractions/out-of-the-fog-lighthouse-museum/1646,https://en.wikivoyage.org/wiki/Guysborough
