code,provider,country,location,email,lang,channel,sent_at,bounced,replied_at,outcome,notes
KRZN5B,Garage de Paarl,Suriname,southamerica/suriname/paramaribo,info@garagedepaarl.com,nl,email,2026-09-13,,,,
DBDVTB,Hertog Taxi 1688,Suriname,southamerica/suriname/paramaribo,info@hertogtaxi.com,nl,email,2026-09-13,,2026-09-16,replied with corrections; page fixed,
6SP3TY,Jenny Tours,Suriname,southamerica/suriname/paramaribo,jennytourssuriname@gmail.com,nl,email,2026-09-13,,,,
3RMKGY,Knini Paati River Resort,Suriname,southamerica/suriname/upper_suriname_river,,nl,website,,,,,knini-paati.com
VCM86Q,Manish Taxi Service,Suriname,southamerica/suriname/paramaribo,moonesh.rakiman@gmail.com,nl,email,2026-09-13,,,,
V2RDZF,Mavis Taxi 1661,Suriname,southamerica/suriname/paramaribo,1661mavistaxi@gmail.com,nl,email,2026-09-13,,,,
BML4Z7,Orange Travel,Suriname,southamerica/suriname/paramaribo,info@orangesuriname.com,nl,email,2026-09-13,,,,
49BKDB,Paramaribo Airport Transfer,Suriname,southamerica/suriname/paramaribo,,nl,website,,,,,paramaribotaxi.nl
5N7SFT,Sameer Car Rental - Airport Transfer,Suriname,southamerica/suriname/paramaribo,,nl,website,,,,,sameer-carrental.com
DHPH83,SUforYou,Suriname,southamerica/suriname/paramaribo,info@suforyou.nl,nl,email,2026-09-13,,,,
D234RM,Taxi & Tour Guide Ramadhar,Suriname,southamerica/suriname/paramaribo,,nl,website,,,,,taxiramadhar.com
DYQW2J,Tourtonne's Taxi 1690,Suriname,southamerica/suriname/paramaribo,info@tourtonnestaxi.com,nl,email,2026-09-13,,,,
DKTGPZ,Ulstrel Taxi 1680,Suriname,southamerica/suriname/paramaribo,office@ulstrel.com,nl,email,2026-09-13,,,,
DVF2W8,Adventure Club Uruguay,Uruguay,southamerica/uruguay/montevideo,,en,website,,,,,adventureuruguay.com
6LQ9Z7,Alto de la Ballena,Uruguay,southamerica/uruguay/puntadeleste,,en,website,,,,,altodelaballena.com
MMCG6X,Birding Tours Uruguay,Uruguay,southamerica/uruguay/puntadeleste,,en,website,,,,,birdingtoursuruguay.com
DN4NLT,Bodega Rodríguez — Vinos La Estancia,Uruguay,southamerica/uruguay/montevideo,,en,website,,,,,bodegarodriguez.com.uy
D9GQ79,Bodegas Carrau,Uruguay,southamerica/uruguay/montevideo,bodega@bodegascarrau.com,en,email,,,,,
TSRJ99,Bodegas y Viñedos Ángel Fallabrino,Uruguay,southamerica/uruguay/montevideo,,en,website,,,,,bodegasfallabrino.com.uy
SF5PWV,BungeeUY — Saltos Encordados,Uruguay,southamerica/uruguay/piriapolis,,en,website,,,,,bungeeuy.com
GR49R6,Colonia Experiences,Uruguay,southamerica/uruguay/coloniadelsacramento,,en,website,,,,,coloniaexperiences.com
SRKN4S,Ecoturismo Laguna Garzón,Uruguay,southamerica/uruguay/rocha,,en,website,,,,,lagunagarzon.uy
QFQB5C,Familia Dardanelli,Uruguay,southamerica/uruguay/montevideo,,en,website,,,,,familiadardanelli.com.uy
DQ667V,Hacienda del Sacramento,Uruguay,southamerica/uruguay/coloniadelsacramento,,en,website,,,,,haciendadelsacramento.com
HMCLJZ,Mina La Oriental,Uruguay,southamerica/uruguay/piriapolis,,en,website,,,,,minalaoriental.com.uy
TTQDBJ,Olivos de las Ánimas,Uruguay,southamerica/uruguay/piriapolis,,en,website,,,,,olivosdelasanimas.com.uy
NMP8TP,Parque La Guarida,Uruguay,southamerica/uruguay/villaserrana,,en,website,,,,,laguarida.com.uy
885VRQ,Parque Salto del Penitente,Uruguay,southamerica/uruguay/minas,,en,website,,,,,saltodelpenitente.com
7NBG7G,Pueblo Tannat,Uruguay,southamerica/uruguay/coloniadelsacramento,reservas@pueblotannat.com.uy,en,email,,,,,
3R585G,Uruwild,Uruguay,southamerica/uruguay/salto,,en,website,,,,,uruwild.com.uy
R6YM59,Viña Edén,Uruguay,southamerica/uruguay/puntadeleste,,en,website,,,,,vinaeden.com
3K9MCF,Viñedos y Olivares del Quintón,Uruguay,southamerica/uruguay/coloniadelsacramento,,en,website,,,,,vyodelquinton.com
